No.,entity,BAU Name lang,BAU Adresse 2 lang,Country/Region Code,City,Post Code
647633,Atlas,Unna Property Technik GmbH,Lothringerstr. 98,D,Aachen,52070
647634,Atlas,Arnsberg Green Technik GmbH,Hans-Böckler-Allee 59,D,Aachen,52074
647635,Atlas,Neuer Management Service GmbH,Schagenstr. 92,D,Aachen,52078
647636,Atlas,Imfeld Management GmbH,Gemmenicher Weg 12,D,Aachen,52074
647637,Atlas,Hallberg Dienst Bau GmbH,Willibrordstraße 28,D,Würselen,52146
647638,Atlas,Emden Wirtschaft OHG,Roermonder Straße 337,D,Aachen,52072
647639,Atlas,Jülich Consulting SE,Bahnhofstraße 1,D,Roetgen,52159
647640,Atlas,Rheine Management Verwaltungs GmbH,Bismarckstraße 152,D,Aachen,52066
648300,Atlas,Dreher Real GmbH,,,,
648301,Atlas,Vogt Plan Service GmbH,Bechlenberg 65,D,Leichlingen,42799
648302,Atlas,Mauer Engineering Service GmbH,Brauereistraße 55,DE,Waldfeucht-Haaren,52525
648303,Atlas,Junker Capital KG,Jülicher Straße 191,D,Aachen,52070
648304,Atlas,Heinsberg Service SE,Diebesweg 47,D,Mönchengladbach,41065
648305,Atlas,Aachen System GmbH & Co. KG,Rathausplatz 1,D,Lehrte,31275
648306,Atlas,Siegen Concept GbR,Rathausplatz 1,D,Eschweiler,52249
648307,Atlas,Fröndenberg Energy AG,Berggarten 1,D,Siershahn,56427
648308,Atlas,Falkenau Immobilien OHG,Wolfsruhe 40,,Bedburg,50181
648309,Atlas,Ochsner Invest OHG,Wolfsruhe 54,D,Bedburg,50181
648310,Atlas,Heinsberg Logistik Bau GmbH,Stresemannstraße 17,D,Bedburg,50181
648311,Atlas,Dachstein Facility Bau GmbH,Am Waldrand 12,D,Bedburg,50181
648500,Atlas,Arnsberg Immobilien GmbH & Co. KG,,,,
648501,Atlas,Dorsten Verwaltung GmbH & Co. KG,Bahnhofstraße 156,D,Würselen,52146
648502,Atlas,Emden Facility Holding GmbH,Frankenstr. 9,D,Aachen,52070
648503,Atlas,Gelsen Industrie Verwaltungs GmbH,Pottbergsweg 4,D,Garbsen,30823
648504,Atlas,Keller Partner GbR,Frankenstraße 46,D,Gangelt,52538
648505,Atlas,Kleve Smart Bau GmbH,Vitsstraße 2,D,Heinsberg,52525
648506,Atlas,Cramer Dienst KG,Johann-Conen-Str. 1,DE,Gangelt,52538
648507,Atlas,Jäger System GmbH & Co. KG,Industriestraße 50,D,Verl,33415
648508,Atlas,Keller Property KG,Wolfsruhe 56,D,Bedburg,50181
648509,Atlas,Eder Werk Service GmbH,Stresemannstraße 14,D,Bedburg,50181
648510,Atlas,Wenger Gruppe Service GmbH,Industriestraße 50,DE,Heinsberg,52525
648511,Atlas,Bremer Facility Technik GmbH,Barbarastraße 15,D,Bedburg,50181
648512,Atlas,Cramer Construction OHG,Drosselweg 1,D,Bedburg,50181
648800,Atlas,Hammel Resources Holding GmbH,,,,
648801,Atlas,Neuss Projekt OHG,Pauwelstraße 30,D,Aachen,52074
648802,Atlas,Dreher Concept GmbH & Co. KG,Piccoloministraße 539,D,Köln,51067
648900,Atlas,Neuer Capital GmbH & Co. KG,,,,
648901,Atlas,Heinsberg Partner SE,Lückenweg 5,D,Celle,29227
649100,Atlas,Neuss Dienst GbR,,,,
649101,Atlas,Ufer System GbR,Sophiastraße 2,D,Hückelhoven,41836
649102,Atlas,Ufer System GbR,Sophiastraße 2,D,Hückelhoven,41836
649103,Atlas,Düren Tech Technik GmbH,Sophiastraße 2,D,Hückelhoven,41836
649104,Atlas,Kreis Recycling Holding GmbH,Lutterstraße 5d,D,Wüstheuterode,37318
649105,Atlas,Grund Recycling AG,Industriestraße 50,D,Heinsberg,52525
649106,Atlas,Pfeifer Dienst SE,Industriestraße 50,D,Heinsberg,52525
649107,Atlas,Fröndenberg Partner Bau GmbH,Auf dem Hoppenkamp 16,D,Wassenberg,41849
649108,Atlas,Olpe Park KG,Heinrich-von-Stephan-Straße 6,D,Leverkusen,51373
649109,Atlas,Reuter Partner Verwaltungs GmbH,Am Weidenhof 10,DE,Heinsberg,52525
649110,Atlas,Olfen Logistik Technik GmbH,Wankelstraße 9,D,Hückelhoven,41836
649111,Atlas,Neuer Gruppe GmbH & Co. KG,Peter-Henlein-Str. 2-4,D,Cuxhaven,27472
649112,Atlas,Thalberg Gruppe Verwaltungs GmbH,Weiersweg 10,D,Mönchengladbach,41065
649113,Atlas,Viersen Logistik AG,Einruhrstraße 88,D,Mönchengladbach,41199
649114,Atlas,Zülpich Gruppe Holding GmbH,Köhlstraße 43,DE,Köln,50827
649115,Atlas,Neuer Resources KG,Sophiastraße 2,D,Hückelhoven,41836
649116,Atlas,Thalberg Green Bau GmbH,Erlenweg 89,D,Köln,50827
649117,Atlas,Zehm Invest SE,Stresemannstraße 16,D,Bedburg,50181
649801,Atlas,Brackel Umwelt KG,Parkhofstraße 55,D,Hückelhoven,41836
649802,Atlas,Quast Bau Bau GmbH,Gleueler Straße 102,,Köln,50931
649900,Atlas,Olpe Partner Technik GmbH,,,,
649901,Atlas,Quast Umwelt Verwaltungs GmbH,An den Frauenbrüdern 2,D,Aachen,52064
649902,Atlas,Neuer Industrie GmbH & Co. KG,Parkhofstraße 61,D,Hückelhoven,41836
649903,Atlas,Hamm Capital Technik GmbH,Im Großen Tal 5,D,Düren,52353
649904,Atlas,Geilenkirchen Resources GbR,Wolfsruhe 58,D,Bedburg,50181
649905,Atlas,Torf Bau Verwaltungs GmbH,Am Waldrand 14,D,Bedburg,50181
649906,Atlas,Pfahl Gruppe OHG,Stresemannstraße 11,D,Bedburg,50181
649907,Atlas,Xaver Bau Technik GmbH,,,,
741601,Atlas,Grund Recycling AG,Industriestraße 50,D,Heinsberg,52525
8110901,Atlas,Jülich Consulting Holding GmbH,Ripkens Wiesenkämper Beratende,D,Essen,45130
8212701,Atlas,Langer Construction Verwaltungs GmbH,Remmel+Peters GmbH & Co.KG,D,Köln,50827
8212702,Atlas,Wenger Immobilien Verwaltungs GmbH,Niessen GmbH,D,Waldfeucht,52525
8220200,Atlas,Moers Property OHG,R+P Automatik GmbH,,Köln,50827
8501517,Atlas,Ammer Werk Service GmbH,RÖTGERS Stahlbau GmbH,DE,Eschweiler,52249
8501518,Atlas,Ammer Tech KG,REG Energie GmbH,,Jülich,52428
8501520,Atlas,Neuss Invest GmbH,Renke Brandschutztechnik GmbH,,Neu-Isenburg,63263
8501521,Atlas,Zehm Resources AG,Bodenbeläge Rombach,,Stolberg,52224
8501525,Atlas,Junker Construction Holding GmbH,RhineRender GmbH,,Köln,50670
8501526,Atlas,Sander Bau SE,Reprografie Taube GmbH,DE,Duisburg,47059
8501527,Atlas,Zander Verwaltung SE,Dipl-Ing. Dieter Rumpf,D,Hückelhoven,41836
8501529,Atlas,Ufer Dienst GbR,RKS Consult GmbH,D,Erkelenz,41812
8501531,Atlas,Rheine Solutions GbR,Automobile H. J. Randerath,D,Heinsberg,52525
8501534,Atlas,Wegberg Management Technik GmbH,Philipp Raab,D,Aachen,52078
8501535,Atlas,Wenger Projekt Bau GmbH,Repro Team,D,Heinsberg,52525
8501536,Atlas,Olfen Engineering Bau GmbH,Wilfried Römer e.K.,D,Kassel,34121
8501539,Atlas,Kleve Concept Technik GmbH,Rennenberg Vloerbedrijf BV,NL,AD Schinveld,6451
8501540,Atlas,Troisdorf Umwelt GmbH & Co. KG,Josef Ross GmbH & Co. KG,D,Hückelhoven,41836
8501541,Atlas,Imfeld Capital GmbH,S-Diverse,,,
8501543,Atlas,Kreis Gruppe OHG,SNcom GmbH,D,Neuss,41464
8501544,Atlas,Jülich Park Technik GmbH,SoftExpress GmbH,D,Greimerath,54533
8501545,Atlas,Ochsner Industrie SE,SOMMER Fassadensysteme -,D,Döhlau,95182
8501546,Atlas,Linde Smart Technik GmbH,SILIHART Industrieboden GmbH,D,Hückelhoven,41836
8501547,Atlas,Hallberg Invest OHG,Uwe Sallads,,Wegberg,41844
8501548,Atlas,Paderborn Invest GbR,SES Kalka GmbH,D,Erkelenz,41812
8501549,Atlas,Wegberg Immobilien GmbH,Gerüstbau Sensen GmbH,D,Würselen,52146
8501550,Atlas,Reuter Smart Holding GmbH,Segieth Boden GmbH,,Solingen,42655
8501551,Atlas,Wesel Consulting KG,SQS UG,D,Aspach,71546
8501552,Atlas,Siegen Green Bau GmbH,SHB Baulogistik und Transporte,DE,Würselen,52146
8501553,Atlas,Wald Werk SE,SUN-MASTER Sonnenschutz GmbH,D,Schmatzin,17390
8501554,Atlas,Vogt Dienst Service GmbH,SANA Trennwandbau GmbH,D,Luhe-Wildenau,92706
8501555,Atlas,Lemgo Zentrum Service GmbH,Specter Automation GmbH,,Köln,50827
8501556,Atlas,Olpe Resources GmbH,Super Sonntag Verlag GmbH,D,Aachen,52068
8501557,Atlas,Vogt Smart Technik GmbH,SIGNTEC GmbH,D,Langenfeld,40764
8501558,Atlas,Mauer Wirtschaft Bau GmbH,Dipl.-Ing. Josef Speis,D,Heinsberg,52525
8501559,Atlas,Arnsberg Construction KG,Sparkassen Immobilien GmbH,D,Erkelenz,41812
8713420,Atlas,Aachen Verwaltung Bau GmbH,Hubert Sieberichs GmbH,D,Wassenberg,41849
8713424,Atlas,Boden System Service GmbH,Salentyn Immo.& Hausverwaltung,D,Aachen,52066
8713425,Atlas,Olfen Service AG,Sporthotel Erbenholz,D,Laatzen,30880
8713426,Atlas,Torf Holding SE,Bernd Sieben,D,Erkelenz,41812
8713431,Atlas,Flur Service Service GmbH,Bosch Car Service Cohnen e.K.,D,Geilenkirchen-Niederheid,52511
8713434,Atlas,Regen Facility Technik GmbH,Allg. Schädlingsbekämpfung,D,Leverkusen,51373
8713436,Atlas,Xaver Construction SE,Schmitz Security GmbH,,Mönchengladbach,41236
8713437,Atlas,Arnsberg Industrie Verwaltungs GmbH,Schwarzfeller Draht & Zaun,D,Langenfeld,40764
8713442,Atlas,Castrop Umwelt GbR,Baubiologie Schouren,,Brüggen,41379
8713443,Atlas,Xaver Bau Bau GmbH,GFT Schönen + Schönen GbR,DE,Selfkant,52538
8713444,Atlas,Viersen Recycling GbR,Bauunternehmung Schopen GmbH,D,Kalkar,47546
8713445,Atlas,Gelsen Immobilien Service GmbH,Schemitzek & Herrig GmbH,D,Düsseldorf,40470
8713446,Atlas,Reuter Werk Bau GmbH,Frank Schmitz GmbH & Co. KG,D,Heinsberg,52525
8713447,Atlas,Brackel System KG,Schulz Concrete Engineering,D,Hamm,59075
8713448,Atlas,Kreis Zentrum GmbH,Marcel Schweda,D,Alsdorf,52477
8713449,Atlas,Zander Industrie Bau GmbH,Fliesen Scheins & Beißel,,Aachen,52078
8713450,Atlas,Gelsen Concept KG,Wilfried Schubert,D,Heinsberg,52525
8713451,Atlas,Torf Dienst Verwaltungs GmbH,Hubert Schmitz,,Vettweiß,52391
8713452,Atlas,Iserlohn Projekt GmbH & Co. KG,Planungsgruppe Scheller,D,Niederkrüchten,41372
8713453,Atlas,Olfen Energy GbR,Schürgers GmbH,D,Selfkant,52538
8713454,Atlas,Hallberg Wirtschaft OHG,Schäfer Trennwandsysteme GmbH,D,Horhausen,56593
8713455,Atlas,Olpe Consulting OHG,Schmitt+Sohn,D,Essen,45141
8713456,Atlas,Dorsten Zentrum GbR,St-Diverse,,,
8713457,Atlas,Olfen Wirtschaft SE,Ludwig Steup GmbH,D,Mönchengladbach,41065
8713458,Atlas,Hückelhoven Facility GmbH,Stratmann Elektrotechnik GmbH,D,Brilon,59929
8713459,Atlas,Kreis Verwaltung GmbH & Co. KG,Steingass Mineralöle GmbH,,Leverkusen,51375
8713460,Atlas,Neuss Capital Service GmbH,Stricker GmbH & Co. KG,D,Münster,48157
8713461,Atlas,Ulmen Tech GbR,Strauss Deutschland,D,Biebergemünd,63599
8713462,Atlas,Jülich Recycling GmbH & Co. KG,Planungsbüro Detlef Stickel,D,Heinsberg,52525
8713463,Atlas,Boden Plan Bau GmbH,Gottfried Stiller GmbH,,Köln,50677
8713464,Atlas,Bremer Park Verwaltungs GmbH,Stump Spezialtiefbau GmbH,D,Langenfeld,40764
8717702,Atlas,Xanten Property OHG,STEULER-KCH GmbH,D,Siershahn,56427
8717703,Atlas,Zülpich Park GmbH & Co. KG,Stadtwerke Service,D,Willich,47877
8719348,Atlas,Kreis Werk Technik GmbH,Gärtnerei Stahl GbR,,Geilenkirchen,52511
8720012,Atlas,Hückelhoven Haus Holding GmbH,Baucentrum STEWES,DE,Dinslaken,46539
8720022,Atlas,Hamm Logistik GbR,Stöbich Brandschutz GmbH,D,Unna,59423
8720028,Atlas,Erkelenz Invest Technik GmbH,Streetlight24,D,Heinsberg,52525
8720029,Atlas,Zehm Solutions GbR,Holzbau Stassny GmbH,D,Heinsberg,52525
8720030,Atlas,Grund Werk Service GmbH,Strauch Brandschutz GmbH,D,Wassenberg,41849
8720031,Atlas,Sohl Immobilien GbR,Heinrich Strunz GmbH,D,Rehau,95111
8720032,Atlas,Xaver Plan Verwaltungs GmbH,H. H. Storms GmbH & Co. KG,DE,Waldfeucht-Haaren,52525
8720033,Atlas,Vogt Wirtschaft KG,Halberg GmbH,D,Hückelhoven,41836
8720034,Atlas,Fröndenberg Invest OHG,Stadtwerke Dinslaken GmbH,D,Dinslaken,46537
8720035,Atlas,Iserlohn Solutions OHG,NEW Netz GmbH,D,Geilenkirchen,52511
8720036,Atlas,Troisdorf Materials Holding GmbH,NEW AG,D,Mönchengladbach,41061
8720037,Atlas,Ilten Solutions SE,BEW - Bergische Energie-,D,Wipperfürth,51688
8720038,Atlas,Zülpich Facility KG,Kreiswasserwerk Heinsberg GmbH,D,Wegberg,41844
8720039,Atlas,Altenberg Construction KG,EWV Energie- und,D,Stolberg,52222
8720040,Atlas,Vogt Management Holding GmbH,STAWAG AG,D,Aachen,52070
8720041,Atlas,Ebert Solutions Holding GmbH,Gemeindewerke Grefrath GmbH,D,Grefrath,47929
8720042,Atlas,Boden Engineering Bau GmbH,Stadtwerke Willich GmbH,D,Willich,47877
8720043,Atlas,Altenberg Materials GbR,T-Diverse,,,
8720044,Atlas,Kreis Umwelt SE,Eduard Targoszyk GmbH,D,Hückelhoven,41836
8720045,Atlas,Hammel Partner GmbH & Co. KG,Sport-Thieme GmbH,DE,Grasleben,38368
8720046,Atlas,Boden Consulting Holding GmbH,Ren Timmermanns,D,Heinsberg,52525
8720047,Atlas,Mauer Immobilien Verwaltungs GmbH,terra Infrastructure GmbH,D,Essen,45127
8720048,Atlas,Paderborn Partner Service GmbH,TAR Automation GmbH,D,Dinslaken,46539
8720049,Atlas,Dorsten Management GbR,Tischlerei Terporten,D,Viersen,41751
8720050,Atlas,Xanten Wirtschaft GmbH,A. Tenzer GmbH & Co. KG,D,Heinsberg,52525
8720051,Atlas,Sohl Concept GmbH & Co. KG,TU Braunschweig,,Braunschweig,38106
8720052,Atlas,Olpe Gruppe Verwaltungs GmbH,Tellmann GmbH & Co. KG,,Mönchengladbach,41236
8720053,Atlas,Neuss Solutions SE,Toi Toi & Dixi Sanitärsysteme,D,Heiligenhaus,42579
8720054,Atlas,Sohl Resources Bau GmbH,TP Planungsgesellschaft mbH,D,Selfkant,52538
8720055,Atlas,Arnsberg Materials AG,trim-multimedia,D,Duisburg,47239
8720056,Atlas,Lemgo Facility KG,TÜV SÜD Auto Partner GmbH,,Leinfelden-Echterdingen,70771
8720057,Atlas,Heinsberg Concept SE,H.P. Tholen Elektrotechnik,D,Gangelt,52538
8720058,Atlas,Thalberg Smart Service GmbH,ToWi - Ralf Wiesemann,D,Wülfrath,42489
8720059,Atlas,Erkelenz Facility OHG,Technische Betriebe der,D,Leverkusen,51381
8720060,Atlas,Neuss Gruppe KG,Elektro Tjaden GmbH,D,Würselen,52146
8720061,Atlas,Dorsten Bau Technik GmbH,TELBA AG,D,Duisburg,47167
8720062,Atlas,Eder Recycling SE,Teckentrup GmbH & Co. KG,D,Verl,33415
8720063,Atlas,Ilten System Verwaltungs GmbH,Tholen SST GmbH,DE,Gangelt,52538
8720064,Atlas,Zülpich Wirtschaft Technik GmbH,Werner Tellers Straßenbau GmbH,D,Waldfeucht-Haaren,52525
8720065,Atlas,Vogt Dienst OHG,BG Bau München,D,München,81241
8720066,Atlas,Hückelhoven Construction Holding GmbH,TREVISION Großbildtechnik GmbH,D,Berlin,12459
8720104,Atlas,Gelsen Service GbR,TEN Ingenieure GmbH,D,Aachen-Haaren,52080
8720105,Atlas,Zander Recycling Holding GmbH,TÜV Anlagentechnik GmbH,D,Köln,51105
8720106,Atlas,Ilten Management SE,Metallbau Thönnes GmbH & Co KG,D,Schleiden,53937
8720107,Atlas,Eder Concept GmbH,Trotec GmbH,DE,Heinsberg,52525
8720208,Atlas,Bremer Service OHG,TÜV Rheinland Industrie,,Aachen,52070
8720211,Atlas,Keller Green GmbH,ThyssenKrupp Aufzüge GmbH,D,Düsseldorf,40489
8720212,Atlas,Zülpich Recycling OHG,U-Diverse,,,
8720213,Atlas,Siegen Dienst OHG,UVM  GmbH,D,Viersen,41751
8720214,Atlas,Thalberg Resources AG,Utsch Werbetechnik GmbH,D,Mudersbach,57555
8720215,Atlas,Ulmen Holding OHG,Norbert Utzig,D,Herzogenrath,52134
8720216,Atlas,Olpe Property Bau GmbH,Unger Sonnenschutz,,Dresden,1237
8720219,Atlas,Reuter Solutions Verwaltungs GmbH,Fliesen Unger GmbH,D,Schwarzenberg,8340
8720220,Atlas,Imfeld Solutions AG,Überall design GmbH,D,Köln,50825
8720221,Atlas,Quast Energy KG,UPDOWN Ingenieurteam für,D,Hürth,50354
8720222,Atlas,Ulmen Management Technik GmbH,Ünal Spezialabbruch,D,Baesweiler,52499
8720223,Atlas,Hammel Plan Technik GmbH,V-Diverse,,,
8720224,Atlas,Bergmann Industrie Bau GmbH,VAMA GmbH & Co. KG,D,Alsdorf,52477
8720225,Atlas,Castrop Werk Verwaltungs GmbH,VHV Versicherungen,D,Hannover,30177
8720226,Atlas,Düren Solutions KG,Volkswagen Leasing GmbH,D,Braunschweig,38112
8720227,Atlas,Thalberg Real KG,Vasen & Bickendorf Glas GmbH,D,Jülich,52428
8720228,Atlas,Wesel Logistik Technik GmbH,De Vet Wasserbau GmbH,D,Goch,47574
8720229,Atlas,Thalberg Materials AG,VIB Verwaltungsgesellschaft,,Stolberg,52224
8720230,Atlas,Eder Materials Technik GmbH,VOBA IMMOBILIEN eG,,Goch,47574
8720231,Atlas,Paderborn Service GmbH & Co. KG,Vermessungsbüro Guido Venten,D,Hückelhoven,41836
8720232,Atlas,Gelsen Green Verwaltungs GmbH,Veolia Umweltservice Industrie,D,Marl,45770
8720233,Atlas,Unna Dienst KG,veneo Oberflächentechnik GmbH,D,Köln,50676
8720234,Atlas,Pfeifer Engineering OHG,Vergoossen GmbH,D,Rees,46459
8720235,Atlas,Pfahl Engineering OHG,Vinoteca GmbH,DE,Heinsberg,52525
8720236,Atlas,Pfeifer Engineering SE,Rafael Vazquez Transporte &,D,Alsdorf,52477
8720237,Atlas,Moers Plan SE,Vodafone Shop Heinsberg,D,Heinsberg,52525
8720238,Atlas,Hückelhoven Partner Holding GmbH,Wilms GmbH,D,Mönchengladbach,41199
8720239,Atlas,Hammel Immobilien AG,Winkels Servicegesellschaft mb,DE,Neuss,41464
8720240,Atlas,Gelsen Concept Service GmbH,"WEP Wärme-, Energie- und",D,Hückelhoven,41836
8720241,Atlas,Ochsner Resources Technik GmbH,Wirtz Energie + Mineralöl GmbH,D,Ratingen,40880
8720242,Atlas,Gelsen Concept Holding GmbH,Wintgens Autozubehör,D,Heinsberg,52525
8720243,Atlas,Linde Engineering Service GmbH,Peter Wollseifen,,Vettweiß,52391
8720244,Atlas,Pfeifer Materials AG,Westiform GmbH & Co. KG,,Ortenberg,77799
8720245,Atlas,Pfahl Dienst Technik GmbH,Werkfreund Leiter-Sicherheits-,,Göda,2633
8720246,Atlas,Aachen Engineering KG,Wanzl Metallwarenfabrik GmbH,D,Leipheim,89340
8720247,Atlas,Imfeld Zentrum AG,W.I.S. Sicherheit + Service,D,Köln,50999
8720248,Atlas,Jäger Wirtschaft GmbH & Co. KG,Weeres & Kollgegen,,Kempen,47906
8720302,Atlas,Cramer Haus Service GmbH,Stadt Willich,D,Willich-Neersen,47877
100,Meridian,Xaver Bau Technik GmbH,,,,
100004,Meridian,Fröndenberg Estate Technik GmbH,Baltes Dach GmbH & Co. KG,DE,Wegberg,41844
102,Meridian,Xaver Bau Technik GmbH,,,,
103,Meridian,Xaver Bau Technik GmbH,,,,
104,Meridian,Xaver Bau Technik GmbH,,,,
105,Meridian,Xaver Bau Technik GmbH,,,,
106,Meridian,Fröndenberg Energy GbR,Deusener Str. 111-115,D,Dortmund,44369
107,Meridian,Thalberg Engineering GbR,Im Weidchen 18,D,Düren,52353
108,Meridian,Wald Green Verwaltungs GmbH,Carl-Bosch-Straße 7,D,Herten,45699
1100173,Meridian,Imfeld Holding SE,Stadt Bedburg,D,Bedburg,50181
1100178,Meridian,Boden Concept OHG,Roman Bentz,D,Übach-Palenberg,52531
1100179,Meridian,Keller Verwaltung AG,BWS GmbH,D,Erkelenz,41812
1100180,Meridian,Siegen Estate OHG,Gerhardt Braun Kellertrennwand,D,Bietigheim-Bissingen,74321
1100182,Meridian,Sohl Service GbR,Gerüstbautechnik Bosch,D,Aldenhoven,52457
1100189,Meridian,Ammer Immobilien Technik GmbH,Beso Metallbau GmbH,D,Geldern,47608
1100190,Meridian,Lemgo Capital OHG,Auto Beres e.K.,D,Heinsberg,52525
1100190_A,Meridian,Reuter Bau AG,Manfred Bergrath e.K.,D,Würselen,52146
1100191,Meridian,Ebert Plan Verwaltungs GmbH,Prof. Dr. Thomas Benz,D,Oppenweiler,71570
1100192,Meridian,Vogt Solutions GmbH,Bongard Bauunternehmung,D,Stolberg,52223
1100193,Meridian,Wegberg Projekt Holding GmbH,Heinz Beckers GmbH,D,Wassenberg,41849
1100194,Meridian,Velde Resources GmbH & Co. KG,Bilfinger Engineering &,D,Oberhausen,46047
1100195,Meridian,Pfeifer Recycling Bau GmbH,Dipl.-Ing. Heinz Willi Beckers,D,Hückelhoven,41836
1100196,Meridian,Langer Dienst Technik GmbH,Bauzaun Becks-Turnau GmbH,D,Eschweiler,52249
1100197,Meridian,Langer Bau Holding GmbH,Blome Bodenbelagskonzepte,D,Düsseldorf,40591
1100198,Meridian,Zülpich Facility OHG,M. Bach GmbH,D,Eschweiler,52249
1100199,Meridian,Altenberg Invest GmbH,BFE Studio und Medien System,,Mainz,55124
1100214,Meridian,Xanten Wirtschaft AG,BEV Baugeräte GmbH,D,Mönchengladbach,41199
1100218,Meridian,Ufer Immobilien Bau GmbH,BVMB Bundesvereinigung,D,Bonn,53227
1100219,Meridian,Iserlohn Industrie SE,Bekimi,,Stolberg,52224
1100220,Meridian,Jülich Gruppe Bau GmbH,Birgit Bockholt Baustoffe,D,Leverkusen,51371
1100221,Meridian,Geilenkirchen Concept GmbH & Co. KG,Bischoff & Vielhauer GmbH,DE,Bergisch Gladbach,51429
1100222,Meridian,Boden Materials SE,Berufsförderungswerk der,D,Kerpen,50171
1100223,Meridian,Grund Werk Holding GmbH,Betker Datentechnik GmbH,D,Essen,45139
1100224,Meridian,Emden Haus Bau GmbH,F.D. Beissel,D,Aachen,52068
1100225,Meridian,Ilten Invest Service GmbH,Bänder Metallbau GmbH,D,Bottrop,46240
1100226,Meridian,Nordmann Zentrum SE,Bamaka AG,D,Bad Honnef,53604
11003629,Meridian,Gelsen Park GbR,Beton-Tech,D,Köln,50735
11003630,Meridian,Kleve Concept AG,Boels Verleih GmbH Heinsberg,D,Heinsberg,52525
11003631,Meridian,Iserlohn Logistik GbR,BWI-Bau GmbH,D,Düsseldorf,40237
11003632,Meridian,Junker Tech GbR,Beckers Regeltechnik GmbH,D,Neukirchen-Vluyn,47506
11003633,Meridian,Ufer Invest KG,BauRent Baumaschinen,D,Köln,50769
11003634,Meridian,Dorsten Plan Verwaltungs GmbH,Becher GmbH & Co. KG,D,Wiesbaden,65205
11003635,Meridian,Brackel Materials Holding GmbH,Bartz Containerdienst GmbH,D,Haan,42781
11003636,Meridian,Ochsner Haus GmbH,Brüggemann Schallschutz und,D,Düsseldorf,40215
1100364,Meridian,Rheine Management Holding GmbH,Josef Busch GmbH,D,Waldfeucht,52525
1100403,Meridian,Boden Concept Technik GmbH,Bachmann GmbH,D,Geilenkirchen,52511
1100404,Meridian,Kreis Zentrum KG,BDK Bernsdorf - Diehl - Klein,D,Köln,50858
1100522,Meridian,Zülpich Holding Service GmbH,B + V Betonfertigteile GmbH,D,Erkelenz,41812
1100530,Meridian,Hallberg Service GbR,Busch Fenster & Türen GmbH,D,Wassenberg,41849
1100534,Meridian,Grund Estate OHG,Architekten Buecker u. Gussek,D,Dortmund,44287
1100535,Meridian,Arnsberg Logistik SE,BeSB GmbH Berlin,D,Berlin,12203
1100536,Meridian,Quast Construction Holding GmbH,BPPP e.V.,D,Hamburg,20354
1100537,Meridian,Ammer Park Verwaltungs GmbH,Ingenieurgesellschaft bsp,D,Düsseldorf,40476
1100538,Meridian,Pfahl Holding AG,BFT Cognos GmbH,D,Aachen,52072
1100539,Meridian,Bremer Recycling GbR,Hans Büssgen & Sohn GmbH,D,Merzenich,52399
1100540,Meridian,Sohl Engineering GmbH,Caspar & Co. Handel,D,,
1100541,Meridian,Wenger Projekt Service GmbH,CANCOM GmbH,,Aachen,52072
1100542,Meridian,Arnsberg Green OHG,Consulting 1x1 GmbH,D,Leverkusen,51379
1100543,Meridian,Ebert Immobilien GbR,Cohnen Bauelemente,D,Aachen,52068
1100609,Meridian,Regen Estate GmbH,Corroventa Entfeuchtung GmbH,,Willich,47877
1100610,Meridian,Iserlohn System GmbH,Caverion Deutschland GmbH,D,Köln,50858
1100611,Meridian,Moers Recycling GmbH & Co. KG,CompendiumPlus GbR,D,Osnabrück,49078
1100612,Meridian,Imfeld Partner Service GmbH,Robert Caris Montagebau,D,Willich,47877
1100613,Meridian,Jülich Dienst Service GmbH,Herbert Claßen,D,Heinsberg,52525
11010204,Meridian,Quast Umwelt GbR,Canon Deutschland GmbH,D,Krefeld,47807
11010213,Meridian,Xaver Immobilien Holding GmbH,CSG Facilities GmbH,,Meerbusch,40670
11010215,Meridian,Ulmen Concept GbR,H. Claßen Bedachungen,D,Waldfeucht,52525
11010216,Meridian,Neuer Engineering Holding GmbH,CBI Center Building and,D,Aachen,52074
11010217,Meridian,Eder Real SE,Cüpper GmbH,D,Aachen,52078
11010218,Meridian,Altenberg Consulting OHG,Condulith - Deutsche,D,Erftstadt,50374
11010219,Meridian,Hallberg Holding Holding GmbH,Conventum PartG mbH,,Düsseldorf,40221
11010220,Meridian,Heinsberg System SE,AXA Lebensversicherung AG,D,Köln,51067
11010233,Meridian,Arnsberg Management KG,Colonia Spezialfahrzeuge,D,Köln,50827
11010234,Meridian,Ochsner Immobilien Service GmbH,CPS Daten- u. Netzwerktechnik,D,Heinsberg,52525
11010235,Meridian,Xanten Solutions Technik GmbH,G. Costanza,D,Oberhausen,46119
11010236,Meridian,Kreis Property OHG,Capellmann Gerüstbau GmbH,D,Aachen,52078
11010247,Meridian,Langer Management GmbH & Co. KG,D-Diverse,D,,
